sku_id,category,total_orders,avg_order_qty,reorder_point,procurement_efficiency_pct
SKU-03099,Apparel,1,14.0,294,0.0
SKU-03128,Health & Beauty,1,65.0,293,0.0
SKU-03249,Sports,1,53.0,340,0.0
SKU-03350,Toys,1,22.0,448,0.0
SKU-03382,Home & Garden,1,43.0,230,0.0
SKU-03542,Apparel,2,210.5,349,0.0
SKU-03778,Food & Beverage,1,252.0,405,0.0
SKU-03861,Health & Beauty,1,165.0,185,0.0
SKU-03902,Toys,1,342.0,460,0.0
SKU-04209,Home & Garden,1,162.0,418,0.0
SKU-04223,Electronics,1,313.0,379,0.0
SKU-04262,Health & Beauty,2,107.5,472,0.0
SKU-04278,Home & Garden,1,288.0,334,0.0
SKU-04394,Automotive,1,273.0,384,0.0
SKU-07666,Sports,1,398.0,453,0.0
SKU-07667,Food & Beverage,1,134.0,392,0.0
SKU-07752,Apparel,1,204.0,303,0.0
SKU-07788,Toys,1,175.0,328,0.0
SKU-07846,Toys,1,127.0,449,0.0
SKU-08054,Sports,1,331.0,421,0.0
SKU-08202,Apparel,1,214.0,274,0.0
SKU-08205,Home & Garden,1,222.0,465,0.0
SKU-08214,Apparel,1,43.0,450,0.0
SKU-08225,Apparel,1,390.0,467,0.0
SKU-08278,Toys,1,67.0,307,0.0
SKU-08454,Toys,1,445.0,498,0.0
SKU-08529,Toys,1,146.0,342,0.0
SKU-08632,Automotive,2,77.0,302,0.0
SKU-08656,Automotive,1,115.0,370,0.0
SKU-08712,Health & Beauty,1,431.0,491,0.0
SKU-08745,Automotive,1,156.0,391,0.0
SKU-08790,Health & Beauty,1,83.0,124,0.0
SKU-09042,Automotive,1,85.0,369,0.0
SKU-09228,Food & Beverage,1,248.0,458,0.0
SKU-09302,Toys,1,210.0,438,0.0
SKU-09324,Electronics,1,161.0,261,0.0
SKU-09476,Food & Beverage,1,136.0,395,0.0
SKU-09524,Toys,1,140.0,265,0.0
SKU-09593,Electronics,1,98.0,125,0.0
SKU-09599,Health & Beauty,1,236.0,408,0.0
SKU-09602,Electronics,1,72.0,214,0.0
SKU-09815,Health & Beauty,1,63.0,70,0.0
SKU-09818,Sports,1,24.0,131,0.0
SKU-09847,Food & Beverage,1,192.0,224,0.0
SKU-09909,Apparel,1,28.0,238,0.0
SKU-00096,Automotive,1,176.0,227,0.0
SKU-00186,Sports,1,134.0,450,0.0
SKU-00310,Automotive,1,449.0,491,0.0
SKU-00599,Home & Garden,1,254.0,453,0.0
SKU-00646,Sports,1,107.0,151,0.0
SKU-00743,Apparel,1,60.0,364,0.0
SKU-00772,Sports,1,93.0,110,0.0
SKU-00774,Home & Garden,1,170.0,411,0.0
SKU-00931,Toys,1,53.0,334,0.0
SKU-00971,Health & Beauty,1,48.0,200,0.0
SKU-01170,Food & Beverage,1,253.0,456,0.0
SKU-01193,Sports,1,46.0,231,0.0
SKU-01217,Automotive,2,267.5,412,0.0
SKU-01338,Automotive,1,381.0,492,0.0
SKU-01340,Automotive,1,113.0,356,0.0
SKU-01647,Toys,1,130.0,321,0.0
SKU-01771,Food & Beverage,1,270.0,455,0.0
SKU-01814,Sports,1,26.0,475,0.0
SKU-02213,Apparel,1,385.0,488,0.0
SKU-02220,Food & Beverage,1,100.0,161,0.0
SKU-02289,Sports,1,21.0,405,0.0
SKU-02338,Apparel,2,294.0,381,0.0
SKU-02360,Electronics,1,110.0,405,0.0
SKU-02372,Home & Garden,1,370.0,376,0.0
SKU-02423,Sports,1,137.0,324,0.0
SKU-02426,Toys,1,104.0,183,0.0
SKU-02573,Electronics,1,219.0,445,0.0
SKU-02785,Automotive,1,27.0,439,0.0
SKU-02917,Food & Beverage,1,60.0,344,0.0
SKU-02925,Apparel,1,349.0,447,0.0
SKU-02968,Sports,1,283.0,349,0.0
SKU-03012,Health & Beauty,1,252.0,399,0.0
SKU-03056,Sports,1,44.0,244,0.0
SKU-03131,Home & Garden,1,50.0,68,0.0
SKU-03216,Home & Garden,1,96.0,386,0.0
SKU-03226,Home & Garden,1,255.0,454,0.0
SKU-03259,Electronics,1,33.0,461,0.0
SKU-03281,Home & Garden,2,251.0,417,0.0
SKU-03320,Apparel,1,106.0,129,0.0
SKU-03322,Apparel,1,120.0,349,0.0
SKU-03344,Apparel,2,191.0,365,0.0
SKU-03372,Electronics,1,411.0,493,0.0
SKU-03447,Food & Beverage,2,213.5,418,0.0
SKU-03488,Toys,1,86.0,120,0.0
SKU-03682,Health & Beauty,2,214.5,361,0.0
SKU-03697,Automotive,1,325.0,436,0.0
SKU-03719,Health & Beauty,1,235.0,426,0.0
SKU-03720,Automotive,1,240.0,242,0.0
SKU-03741,Food & Beverage,1,155.0,491,0.0
SKU-03821,Toys,1,90.0,192,0.0
SKU-03906,Home & Garden,1,93.0,270,0.0
SKU-04091,Apparel,1,80.0,375,0.0
SKU-04181,Food & Beverage,1,410.0,480,0.0
SKU-04196,Health & Beauty,1,367.0,391,0.0
SKU-04202,Automotive,1,112.0,360,0.0
SKU-04251,Sports,1,251.0,448,0.0
SKU-04309,Automotive,1,351.0,374,0.0
SKU-04382,Food & Beverage,1,333.0,496,0.0
SKU-04465,Home & Garden,1,170.0,399,0.0
SKU-04476,Toys,1,387.0,469,0.0
SKU-04635,Electronics,2,247.0,437,0.0
SKU-04724,Home & Garden,1,118.0,199,0.0
SKU-04748,Home & Garden,1,271.0,299,0.0
SKU-04755,Apparel,1,369.0,459,0.0
SKU-04800,Food & Beverage,1,329.0,402,0.0
SKU-05065,Toys,1,25.0,423,0.0
SKU-05123,Health & Beauty,1,393.0,456,0.0
SKU-05187,Toys,1,294.0,397,0.0
SKU-05226,Home & Garden,1,234.0,336,0.0
SKU-05231,Food & Beverage,1,182.0,496,0.0
SKU-05245,Sports,1,99.0,186,0.0
SKU-05530,Electronics,1,193.0,286,0.0
SKU-05616,Apparel,1,168.0,416,0.0
SKU-05744,Apparel,1,73.0,470,0.0
SKU-05763,Toys,1,64.0,199,0.0
SKU-06024,Sports,1,141.0,278,0.0
SKU-06106,Apparel,1,108.0,326,0.0
SKU-06296,Apparel,1,94.0,399,0.0
SKU-06338,Food & Beverage,1,88.0,368,0.0
SKU-06377,Home & Garden,1,131.0,319,0.0
SKU-06533,Sports,1,108.0,322,0.0
SKU-06599,Sports,1,425.0,486,0.0
SKU-06706,Apparel,1,38.0,101,0.0
SKU-07164,Home & Garden,1,171.0,461,0.0
SKU-07423,Health & Beauty,1,33.0,471,0.0
SKU-07534,Toys,1,17.0,341,0.0
SKU-07651,Electronics,1,186.0,202,0.0
SKU-07711,Electronics,1,261.0,311,0.0
SKU-07803,Home & Garden,1,362.0,485,0.0
SKU-07829,Home & Garden,1,79.0,96,0.0
SKU-07848,Sports,1,121.0,179,0.0
SKU-07873,Automotive,1,134.0,260,0.0
SKU-07927,Apparel,2,123.0,411,0.0
SKU-07968,Home & Garden,1,188.0,448,0.0
SKU-08217,Home & Garden,1,421.0,496,0.0
SKU-08218,Sports,1,283.0,494,0.0
SKU-08222,Toys,1,150.0,446,0.0
SKU-08249,Electronics,1,42.0,429,0.0
SKU-08680,Apparel,1,74.0,492,0.0
SKU-08692,Apparel,1,234.0,238,0.0
SKU-08751,Food & Beverage,1,44.0,106,0.0
SKU-08794,Electronics,1,215.0,391,0.0
SKU-08850,Toys,1,200.0,404,0.0
SKU-08935,Home & Garden,1,32.0,229,0.0
SKU-09110,Sports,2,268.5,336,0.0
SKU-09204,Health & Beauty,1,182.0,425,0.0
SKU-09225,Toys,1,79.0,126,0.0
SKU-09358,Apparel,1,153.0,161,0.0
SKU-09361,Health & Beauty,1,23.0,153,0.0
SKU-09392,Toys,1,307.0,496,0.0
SKU-07219,Health & Beauty,1,210.0,409,0.0
SKU-04517,Home & Garden,1,203.0,369,0.0
SKU-07472,Automotive,1,236.0,298,0.0
SKU-05106,Sports,1,98.0,239,0.0
SKU-05764,Automotive,1,277.0,378,0.0
SKU-05851,Food & Beverage,1,240.0,277,0.0
SKU-05407,Sports,1,336.0,497,0.0
SKU-05598,Automotive,1,274.0,447,0.0
SKU-06917,Toys,1,387.0,392,0.0
SKU-06933,Automotive,1,379.0,438,0.0
SKU-06941,Home & Garden,1,456.0,499,0.0
SKU-04616,Electronics,1,86.0,292,0.0
SKU-06956,Home & Garden,1,206.0,447,0.0
SKU-05413,Apparel,1,313.0,420,0.0
SKU-05658,Food & Beverage,1,360.0,483,0.0
SKU-05663,Sports,1,345.0,364,0.0
SKU-04918,Home & Garden,1,124.0,262,0.0
SKU-05456,Sports,1,222.0,406,0.0
SKU-05773,Sports,1,295.0,304,0.0
SKU-07154,Sports,1,430.0,449,0.0
SKU-05832,Home & Garden,1,117.0,317,0.0
SKU-06795,Apparel,1,105.0,386,0.0
SKU-06136,Automotive,1,193.0,489,0.0
SKU-06880,Apparel,1,355.0,391,0.0
SKU-06323,Electronics,1,199.0,469,0.0
SKU-02738,Apparel,1,164.0,181,0.0
SKU-00022,Sports,1,222.0,411,0.0
SKU-02779,Toys,1,177.0,257,0.0
SKU-02787,Apparel,1,96.0,196,0.0
SKU-02844,Food & Beverage,1,205.0,466,0.0
SKU-03042,Home & Garden,1,93.0,164,0.0
SKU-03085,Apparel,1,248.0,280,0.0
SKU-03147,Apparel,1,83.0,383,0.0
SKU-03210,Sports,2,238.0,303,0.0
SKU-03282,Electronics,1,200.0,359,0.0
SKU-00108,Home & Garden,1,303.0,325,0.0
SKU-03325,Food & Beverage,1,99.0,393,0.0
SKU-00142,Electronics,1,132.0,397,0.0
SKU-00143,Home & Garden,1,161.0,381,0.0
SKU-03377,Automotive,1,279.0,426,0.0
SKU-03450,Health & Beauty,1,385.0,396,0.0
SKU-00253,Home & Garden,1,341.0,361,0.0
SKU-03454,Home & Garden,2,400.0,457,0.0
SKU-00313,Home & Garden,1,111.0,234,0.0
SKU-00341,Food & Beverage,1,206.0,394,0.0
SKU-03625,Health & Beauty,2,124.5,252,0.0
SKU-00387,Food & Beverage,1,124.0,331,0.0
SKU-03717,Health & Beauty,1,174.0,213,0.0
SKU-03848,Home & Garden,1,16.0,344,0.0
SKU-03933,Electronics,2,124.0,266,0.0
SKU-03957,Food & Beverage,1,125.0,214,0.0
SKU-04050,Health & Beauty,1,112.0,419,0.0
SKU-04373,Home & Garden,1,23.0,444,0.0
SKU-04456,Sports,1,316.0,380,0.0
SKU-04519,Home & Garden,1,114.0,290,0.0
SKU-04548,Home & Garden,1,180.0,331,0.0
SKU-00535,Food & Beverage,1,219.0,264,0.0
SKU-04685,Apparel,1,240.0,409,0.0
SKU-00538,Toys,1,387.0,452,0.0
SKU-00577,Sports,1,168.0,471,0.0
SKU-00631,Electronics,1,199.0,421,0.0
SKU-04779,Electronics,1,21.0,109,0.0
SKU-04822,Electronics,1,389.0,397,0.0
SKU-04899,Automotive,1,77.0,408,0.0
SKU-00776,Sports,1,66.0,293,0.0
SKU-00784,Home & Garden,1,375.0,468,0.0
SKU-04929,Apparel,1,149.0,268,0.0
SKU-04935,Home & Garden,2,181.5,407,0.0
SKU-04987,Toys,1,149.0,406,0.0
SKU-05007,Sports,1,153.0,177,0.0
SKU-05112,Food & Beverage,1,69.0,144,0.0
SKU-05122,Home & Garden,1,67.0,374,0.0
SKU-05243,Toys,1,168.0,440,0.0
SKU-05330,Sports,2,242.5,284,0.0
SKU-05487,Apparel,1,112.0,321,0.0
SKU-05567,Sports,1,113.0,460,0.0
SKU-05574,Electronics,1,57.0,70,0.0
SKU-00996,Sports,1,121.0,169,0.0
SKU-01017,Apparel,1,75.0,197,0.0
SKU-05686,Food & Beverage,1,123.0,295,0.0
SKU-05688,Toys,1,52.0,53,0.0
SKU-01109,Automotive,1,328.0,458,0.0
SKU-05748,Automotive,2,224.0,446,0.0
SKU-05826,Home & Garden,1,12.0,120,0.0
SKU-01190,Health & Beauty,2,97.5,299,0.0
SKU-05943,Toys,1,135.0,320,0.0
SKU-06002,Electronics,2,293.0,397,0.0
SKU-06004,Health & Beauty,1,107.0,320,0.0
SKU-06158,Sports,1,216.0,279,0.0
SKU-06222,Electronics,1,82.0,296,0.0
SKU-06404,Toys,1,243.0,376,0.0
SKU-06443,Automotive,1,136.0,376,0.0
SKU-01325,Sports,1,21.0,190,0.0
SKU-06493,Apparel,1,290.0,494,0.0
SKU-06505,Electronics,1,107.0,171,0.0
SKU-01447,Health & Beauty,1,100.0,462,0.0
SKU-06525,Sports,1,368.0,489,0.0
SKU-06569,Food & Beverage,1,47.0,372,0.0
SKU-06598,Sports,1,46.0,294,0.0
SKU-06666,Home & Garden,1,339.0,358,0.0
SKU-06757,Home & Garden,1,435.0,446,0.0
SKU-01612,Automotive,2,173.0,327,0.0
SKU-07216,Health & Beauty,1,183.0,355,0.0
SKU-01627,Electronics,1,238.0,343,0.0
SKU-07243,Electronics,1,335.0,374,0.0
SKU-07259,Home & Garden,1,16.0,271,0.0
SKU-07408,Automotive,1,150.0,206,0.0
SKU-07451,Home & Garden,1,42.0,424,0.0
SKU-07565,Electronics,1,44.0,123,0.0
SKU-07583,Electronics,1,47.0,453,0.0
SKU-07658,Food & Beverage,1,388.0,416,0.0
SKU-07670,Toys,1,178.0,441,0.0
SKU-01789,Sports,1,249.0,298,0.0
SKU-01818,Toys,1,259.0,474,0.0
SKU-07671,Sports,1,308.0,438,0.0
SKU-01868,Sports,1,303.0,484,0.0
SKU-07693,Apparel,1,20.0,321,0.0
SKU-07799,Apparel,1,156.0,434,0.0
SKU-07861,Electronics,1,146.0,338,0.0
SKU-07985,Apparel,1,221.0,444,0.0
SKU-08057,Automotive,1,60.0,206,0.0
SKU-08157,Electronics,1,231.0,494,0.0
SKU-08168,Automotive,1,33.0,150,0.0
SKU-02016,Health & Beauty,1,420.0,457,0.0
SKU-02018,Apparel,1,73.0,95,0.0
SKU-08224,Sports,1,124.0,433,0.0
SKU-08328,Apparel,1,269.0,456,0.0
SKU-02031,Toys,1,235.0,291,0.0
SKU-08362,Apparel,1,31.0,186,0.0
SKU-02057,Apparel,1,325.0,486,0.0
SKU-08452,Toys,1,119.0,262,0.0
SKU-02071,Sports,1,62.0,474,0.0
SKU-08463,Automotive,1,161.0,300,0.0
SKU-02158,Food & Beverage,1,94.0,280,0.0
SKU-08520,Sports,1,270.0,490,0.0
SKU-08617,Automotive,2,362.5,414,0.0
SKU-08629,Toys,1,370.0,397,0.0
SKU-08770,Electronics,1,168.0,223,0.0
SKU-08846,Automotive,1,188.0,262,0.0
SKU-02205,Electronics,1,228.0,381,0.0
SKU-09136,Sports,1,147.0,303,0.0
SKU-09214,Automotive,1,48.0,93,0.0
SKU-09230,Apparel,1,255.0,435,0.0
SKU-09368,Apparel,1,148.0,216,0.0
SKU-09558,Electronics,1,108.0,132,0.0
SKU-09564,Automotive,1,242.0,445,0.0
SKU-09626,Apparel,1,74.0,360,0.0
SKU-09656,Apparel,1,239.0,420,0.0
SKU-02414,Toys,1,113.0,230,0.0
SKU-09714,Electronics,1,63.0,238,0.0
SKU-09827,Apparel,1,211.0,329,0.0
SKU-02461,Home & Garden,1,14.0,463,0.0
SKU-09937,Food & Beverage,1,57.0,95,0.0
SKU-09955,Home & Garden,1,238.0,400,0.0
SKU-09973,Food & Beverage,1,111.0,176,0.0
SKU-09999,Automotive,1,19.0,430,0.0
SKU-02589,Apparel,1,55.0,497,0.0
SKU-02609,Apparel,1,255.0,326,0.0
SKU-02638,Apparel,1,11.0,134,0.0
SKU-02716,Toys,1,370.0,383,0.0
SKU-04590,Electronics,1,217.0,254,0.0
SKU-04823,Sports,1,386.0,397,0.0
SKU-04896,Apparel,1,100.0,489,0.0
SKU-04906,Home & Garden,1,439.0,445,0.0
SKU-04950,Toys,1,236.0,336,0.0
SKU-04991,Electronics,1,218.0,246,0.0
SKU-05025,Food & Beverage,1,103.0,305,0.0
SKU-05050,Electronics,2,199.5,378,0.0
SKU-05075,Sports,1,316.0,376,0.0
SKU-05080,Home & Garden,1,309.0,312,0.0
SKU-05258,Sports,1,290.0,324,0.0
SKU-00256,Food & Beverage,1,281.0,385,0.0
SKU-00317,Food & Beverage,1,414.0,491,0.0
SKU-05356,Electronics,1,162.0,409,0.0
SKU-05541,Sports,1,142.0,433,0.0
SKU-00349,Health & Beauty,1,22.0,339,0.0
SKU-05568,Apparel,1,348.0,422,0.0
SKU-05647,Health & Beauty,1,21.0,51,0.0
SKU-00372,Health & Beauty,1,138.0,338,0.0
SKU-00420,Automotive,1,203.0,485,0.0
SKU-05972,Health & Beauty,1,461.0,490,0.0
SKU-05998,Apparel,1,408.0,486,0.0
SKU-06043,Health & Beauty,1,276.0,392,0.0
SKU-06187,Sports,1,106.0,421,0.0
SKU-06367,Home & Garden,1,341.0,471,0.0
SKU-06370,Apparel,1,174.0,229,0.0
SKU-06389,Apparel,1,208.0,406,0.0
SKU-06592,Home & Garden,1,272.0,485,0.0
SKU-06595,Sports,1,32.0,192,0.0
SKU-00595,Home & Garden,1,88.0,322,0.0
SKU-06641,Toys,1,57.0,427,0.0
SKU-06686,Automotive,1,124.0,456,0.0
SKU-06766,Sports,1,80.0,337,0.0
SKU-06931,Home & Garden,1,13.0,139,0.0
SKU-00698,Apparel,1,136.0,425,0.0
SKU-07090,Health & Beauty,1,78.0,282,0.0
SKU-07220,Toys,1,118.0,356,0.0
SKU-07248,Home & Garden,1,407.0,489,0.0
SKU-07473,Apparel,1,322.0,482,0.0
SKU-07512,Apparel,1,63.0,203,0.0
SKU-07645,Toys,2,391.0,441,0.0
SKU-07665,Automotive,1,282.0,346,0.0
SKU-07914,Electronics,1,25.0,303,0.0
SKU-07990,Sports,1,30.0,298,0.0
SKU-08021,Home & Garden,1,78.0,224,0.0
SKU-08049,Electronics,1,205.0,374,0.0
SKU-00965,Toys,1,18.0,333,0.0
SKU-08141,Home & Garden,1,44.0,216,0.0
SKU-08188,Home & Garden,1,273.0,457,0.0
SKU-01007,Home & Garden,1,246.0,491,0.0
SKU-08356,Toys,1,268.0,377,0.0
SKU-08359,Toys,1,100.0,442,0.0
SKU-08613,Food & Beverage,1,100.0,297,0.0
SKU-09159,Toys,2,130.5,137,0.0
SKU-01116,Toys,1,39.0,164,0.0
SKU-09241,Food & Beverage,1,287.0,412,0.0
SKU-01212,Home & Garden,1,77.0,301,0.0
SKU-09398,Automotive,1,247.0,442,0.0
SKU-09421,Electronics,1,365.0,472,0.0
SKU-09487,Automotive,1,51.0,496,0.0
SKU-09621,Home & Garden,1,314.0,426,0.0
SKU-01415,Apparel,1,229.0,446,0.0
SKU-09653,Food & Beverage,1,391.0,482,0.0
SKU-09800,Electronics,1,364.0,458,0.0
SKU-01507,Health & Beauty,1,63.0,78,0.0
SKU-09920,Automotive,1,89.0,485,0.0
SKU-09924,Automotive,1,306.0,487,0.0
SKU-01531,Automotive,1,183.0,298,0.0
SKU-09958,Health & Beauty,1,197.0,222,0.0
SKU-00174,Home & Garden,1,72.0,87,0.0
SKU-00218,Sports,3,168.66666666666666,360,0.0
SKU-01682,Apparel,1,331.0,475,0.0
SKU-00335,Automotive,1,50.0,166,0.0
SKU-00398,Automotive,1,302.0,400,0.0
SKU-00429,Electronics,1,112.0,132,0.0
SKU-00475,Food & Beverage,1,267.0,341,0.0
SKU-01739,Toys,1,32.0,166,0.0
SKU-01741,Health & Beauty,1,202.0,253,0.0
SKU-00783,Health & Beauty,1,38.0,426,0.0
SKU-01788,Home & Garden,1,58.0,62,0.0
SKU-00868,Automotive,1,73.0,386,0.0
SKU-00944,Sports,1,65.0,375,0.0
SKU-00956,Food & Beverage,1,46.0,287,0.0
SKU-00976,Apparel,1,247.0,364,0.0
SKU-01962,Electronics,2,138.5,436,0.0
SKU-00993,Apparel,1,270.0,301,0.0
SKU-01002,Toys,1,190.0,231,0.0
SKU-02014,Health & Beauty,1,98.0,478,0.0
SKU-02037,Apparel,1,70.0,400,0.0
SKU-01237,Electronics,2,124.0,409,0.0
SKU-01241,Sports,1,38.0,133,0.0
SKU-01374,Apparel,1,290.0,361,0.0
SKU-01405,Apparel,1,222.0,463,0.0
SKU-01517,Toys,1,66.0,333,0.0
SKU-02157,Home & Garden,1,148.0,403,0.0
SKU-01718,Food & Beverage,1,216.0,381,0.0
SKU-01870,Apparel,1,419.0,453,0.0
SKU-01885,Electronics,1,54.0,429,0.0
SKU-01897,Automotive,1,82.0,298,0.0
